19:42	Spain (skmgery)	0 - 1 (0 - 0)	France (Jenko)	channel 3
19:42	Belgium (Kishe)	0 - 2 (0 - 1)	Germany (Corvin)	channel 4
19:57	Brazil (BoBBY)	1 - 2 (1 - 1)	France (Jenko)	channel 3
19:57	Spain (skmgery)	5 - 2 (2 - 0)	Belgium (Kishe)	channel 4
20:12	Brazil (BoBBY)	1 - 3 (1 - 2)	Germany (Corvin)	channel 3
20:12	France (Jenko)	5 - 1 (2 - 0)	Belgium (Kishe)	channel 4
	Italy Cyber Stars League 20:30 - 23:00			
Time	Player (Blue)	Match results	Player (Red)	Video
20:30	Roma (YOSHI)	1 - 4 (1 - 3)	Sassuolo (Sima)	channel 1
20:30	Milan (Zazabak)	0 - 0 (0 - 0)	Torino (SpursMax)	channel 2
20:44	Milan (Zazabak)	0 - 0 (0 - 0)	Sassuolo (Sima)	channel 1
20:44	Fiorentina (Walker)	3 - 3 (1 - 2)	Torino (SpursMax)	channel 2
20:59	Fiorentina (Walker)	2 - 2 (1 - 1)	Milan (Zazabak)	channel 1
20:59	Torino (SpursMax)	3 - 3 (3 - 1)	Roma (YOSHI)	channel 2
21:14	Fiorentina (Walker)	2 - 0 (1 - 0)	Sassuolo (Sima)	channel 1
21:14	Roma (YOSHI)	3 - 2 (1 - 0)	Milan (Zazabak)	channel 2
21:28	Torino (SpursMax)	2 - 4 (0 - 0)	Sassuolo (Sima)	channel 1
21:28	Roma (YOSHI)	1 - 2 (1 - 0)	Fiorentina (Walker)	channel 2
21:43	Sassuolo (Sima)	1 - 3 (1 - 1)	Roma (YOSHI)	channel 1
21:43	Torino (SpursMax)	2 - 3 (2 - 3)	Milan (Zazabak)	channel 2
21:58	Sassuolo (Sima)	1 - 0 (1 - 0)	Milan (Zazabak)	channel 1
21:58	Torino (SpursMax)	2 - 4 (1 - 2)	Fiorentina (Walker)	channel 2
22:12	Milan (Zazabak)	2 - 0 (2 - 0)	Fiorentina (Walker)	channel 1
22:12	Roma (YOSHI)	6 - 4 (3 - 1)	Torino (SpursMax)	channel 2
22:27	Sassuolo (Sima)	0 - 2 (0 - 1)	Fiorentina (Walker)	channel 1
22:27	Milan (Zazabak)	3 - 2 (3 - 1)	Roma (YOSHI)	channel 2
22:42	Sassuolo (Sima)	3 - 3 (2 - 2)	Torino (SpursMax)	channel 1
22:42	Fiorentina (Walker)	4 - 4 (3 - 0)	Roma (YOSHI)	channel 2
	Italy Cyber Stars League 20:30 - 23:00			
Time	Player (Blue)	Match results	Player (Red)	Video
20:30	Napoli (Kishe)	3 - 1 (2 - 1)	Atalanta (BoBBY)	channel 3
20:30	Inter (skmgery)	3 - 5 (1 - 3)	Juventus (Corvin)	channel 4
20:44	Inter (skmgery)	0 - 5 (0 - 4)	Atalanta (BoBBY)	channel 3
20:44	Lazio (Jenko)	2 - 3 (0 - 2)	Juventus (Corvin)	channel 4
20:59	Lazio (Jenko)	3 - 2 (1 - 0)	Inter (skmgery)	channel 3
20:59	Juventus (Corvin)	2 - 2 (1 - 2)	Napoli (Kishe)	channel 4
21:14	Lazio (Jenko)	3 - 1 (1 - 0)	Atalanta (BoBBY)	channel 3
21:14	Napoli (Kishe)	6 - 3 (4 - 0)	Inter (skmgery)	channel 4
21:28	Juventus (Corvin)	5 - 1 (4 - 0)	Atalanta (BoBBY)	channel 3
21:28	Napoli (Kishe)	4 - 0 (2 - 0)	Lazio (Jenko)	channel 4
21:43	Atalanta (BoBBY)	4 - 1 (2 - 1)	Napoli (Kishe)	channel 3
21:43	Juventus (Corvin)	8 - 3 (2 - 2)	Inter (skmgery)	channel 4
21:58	Atalanta (BoBBY)	3 - 5 (1 - 2)	Inter (skmgery)	channel 3
21:58	Juventus (Corvin)	4 - 1 (3 - 0)	Lazio (Jenko)	channel 4
22:12	Inter (skmgery)	3 - 3 (1 - 2)	Lazio (Jenko)	channel 3
22:12	Napoli (Kishe)	1 - 2 (1 - 2)	Juventus (Corvin)	channel 4
22:27	Atalanta (BoBBY)	2 - 2 (2 - 2)	Lazio (Jenko)	channel 3
22:27	Inter (skmgery)	3 - 0 (1 - 0)	Napoli (Kishe)	channel 4
22:42	Atalanta (BoBBY)	2 - 3 (1 - 3)	Juventus (Corvin)	channel 3
22:42	Lazio (Jenko)	1 - 4 (1 - 1)	Napoli (Kishe)	channel 4
	Germany Cyber Stars League 23:00 - 01:30			
Time	Player (Blue)	Match results	Player (Red)	Video
23:00	Werder Bremen (specialist)	2 - 1 (1 - 0)	Koln (Aventon)	channel 1
23:00	Wolfsburg (Veep)	0 - 0 (0 - 0)	Eintracht (Baphomet)	channel 2
23:14	Wolfsburg (Veep)	3 - 4 (1 - 2)	Koln (Aventon)	channel 1
23:14	Hoffenheim (OoLancer)	3 - 0 (1 - 0)	Eintracht (Baphomet)	channel 2
23:29	Hoffenheim (OoLancer)	2 - 3 (2 - 2)	Wolfsburg (Veep)	channel 1
23:29	Eintracht (Baphomet)	2 - 3 (0 - 1)	Werder Bremen (specialist)	channel 2
23:44	Hoffenheim (OoLancer)	1 - 2 (0 - 1)	Koln (Aventon)	channel 1
23:44	Werder Bremen (specialist)	1 - 3 (1 - 2)	Wolfsburg (Veep)	channel 2
23:58	Eintracht (Baphomet)	0 - 1 (0 - 1)	Koln (Aventon)	channel 1
23:58	Werder Bremen (specialist)	1 - 1 (1 - 1)	Hoffenheim (OoLancer)	channel 2
0:13	Koln (Aventon)	0 - 0 (0 - 0)	Werder Bremen (specialist)	channel 1
0:13	Eintracht (Baphomet)	3 - 1 (3 - 0)	Wolfsburg (Veep)	channel 2
0:28	Koln (Aventon)	1 - 2 (0 - 0)	Wolfsburg (Veep)	channel 1
0:28	Eintracht (Baphomet)	0 - 2 (0 - 1)	Hoffenheim (OoLancer)	channel 2
0:42	Wolfsburg (Veep)	1 - 1 (1 - 0)	Hoffenheim (OoLancer)	channel 1
0:42	Werder Bremen (specialist)	3 - 0 (2 - 0)	Eintracht (Baphomet)	channel 2
0:57	Koln (Aventon)	1 - 2 (1 - 1)	Hoffenheim (OoLancer)	channel 1
0:57	Wolfsburg (Veep)	0 - 1 (0 - 0)	Werder Bremen (specialist)	channel 2
1:12	Koln (Aventon)	2 - 1 (1 - 0)	Eintracht (Baphomet)	channel 1
1:12	Hoffenheim (OoLancer)	4 - 0 (2 - 0)	Werder Bremen (specialist)	channel 2
	Germany Cyber Stars League 23:00 - 01:30			
Time	Player (Blue)	Match results	Player (Red)	Video
23:00	Borussia Dortmund (skripp)	4 - 1 (2 - 0)	FC Bayern (AlBack)	channel 3
23:00	RB Leipzig (UniversalPro)	3 - 5 (1 - 3)	Bayer 04 (Klexter)	channel 4
23:14	RB Leipzig (UniversalPro)	1 - 2 (1 - 2)	FC Bayern (AlBack)	channel 3
23:14	Borussia Monchengladbach (Miller)	0 - 3 (0 - 0)	Bayer 04 (Klexter)	channel 4
23:29	Borussia Monchengladbach (Miller)	4 - 1 (2 - 0)	RB Leipzig (UniversalPro)	channel 3
23:29	Bayer 04 (Klexter)	2 - 3 (2 - 1)	Borussia Dortmund (skripp)	channel 4
23:44	Borussia Monchengladbach (Miller)	1 - 1 (1 - 0)	FC Bayern (AlBack)	channel 3
23:44	Borussia Dortmund (skripp)	3 - 1 (1 - 1)	RB Leipzig (UniversalPro)	channel 4
23:58	Bayer 04 (Klexter)	3 - 3 (2 - 2)	FC Bayern (AlBack)	channel 3
23:58	Borussia Dortmund (skripp)	1 - 1 (1 - 0)	Borussia Monchengladbach (Miller)	channel 4
0:13	FC Bayern (AlBack)	2 - 2 (1 - 1)	Borussia Dortmund (skripp)	channel 3
0:13	Bayer 04 (Klexter)	3 - 0 (1 - 0)	RB Leipzig (UniversalPro)	channel 4
0:28	FC Bayern (AlBack)	3 - 2 (2 - 0)	RB Leipzig (UniversalPro)	channel 3
0:28	Bayer 04 (Klexter)	1 - 2 (0 - 1)	Borussia Monchengladbach (Miller)	channel 4
0:42	RB Leipzig (UniversalPro)	2 - 1 (1 - 0)	Borussia Monchengladbach (Miller)	channel 3
0:42	Borussia Dortmund (skripp)	1 - 0 (1 - 0)	Bayer 04 (Klexter)	channel 4
0:57	FC Bayern (AlBack)	1 - 1 (1 - 1)	Borussia Monchengladbach (Miller)	channel 3
0:57	RB Leipzig (UniversalPro)	0 - 6 (0 - 3)	Borussia Dortmund (skripp)	channel 4
1:12	FC Bayern (AlBack)	2 - 0 (2 - 0)	Bayer 04 (Klexter)	channel 3
1:12	Borussia Monchengladbach (Miller)	2 - 3 (0 - 0)	Borussia Dortmund (skripp)	channel 4
